title,congress_id,first_name,last_name,chamber,district,state,party,facebook_url,twitter_handle,member_level,signed_letter_count,voted_with_bma_count,legislation
Rep. Mike Kelly,K000376,Mike,Kelly,rep,16,PA,R,https://www.facebook.com/MikeKellyPA/,@MikeKellyPA,champion,,,2019 MA Rate Notice Crash Letter;;Lead circulator
Rep. Trent Kelly,K000388,Trent,Kelly,rep,1,MS,R,https://www.facebook.com/reptrentkelly,@RepTrentKelly,supporter,,,
Rep. Dan Kildee,K000380,Dan,Kildee,rep,5,MI,D,https://www.facebook.com/RepDanKildee/,@DanKildee,supporter,,,
Rep. Derek Kilmer,K000381,Derek,Kilmer,rep,6,WA,D,https://www.facebook.com/derek.kilmer/,@RepDerekKilmer,supporter,,,
Rep. Andy Kim,K000394,Andy,Kim,rep,3,NJ,D,https://www.facebook.com/AndyKimNJ/,@RepAndyKimNJ,supporter,,,
Rep. Ron Kind,K000188,Ron,Kind,rep,3,WI,D,https://www.facebook.com/repronkind/,@RepRonKind,supporter,,,
Rep. Peter King,K000210,Peter,King,rep,2,NY,R,https://www.facebook.com/reppeteking/,@RepPeterKing,supporter,,,
Rep. Steve King,K000362,Steve,King,rep,4,IA,R,https://www.facebook.com/SteveKingIA/,@SteveKingIA,supporter,,,
Rep. Adam Kinzinger,K000378,Adam,Kinzinger,rep,16,IL,R,https://www.facebook.com/RepKinzinger/,@RepKinzinger,supporter,,,
Rep. Ann Kirkpatrick,K000368,Ann,Kirkpatrick,rep,2,AZ,D,https://www.facebook.com/KirkpatrickforCongress/,@RepKirkpatrick,supporter,,,
Rep. Raja Krishnamoorthi,K000391,Raja,Krishnamoorthi,rep,8,IL,D,https://www.facebook.com/CongressmanRaja/,@CongressmanRaja,supporter,,,
Rep. Annie Kuster,K000382,Annie ,Kuster,rep,2,NH,D,https://www.facebook.com/CongresswomanAnnieKuster/,@RepAnnieKuster,supporter,,,
Rep. David Kustoff,K000392,David,Kustoff,rep,8,TN,R,https://www.facebook.com/RepDavidKustoff/,@RepDavidKustoff,supporter,,,
Rep. William Lacy Clay,C001049,William,Lacy Clay,rep,1,MO,D,https://www.facebook.com/CongressmanClayMO1/,@LacyClayMO1,supporter,,,
Rep. Darin Lahood,L000585,Darin,LaHood,rep,18,IL,R,https://www.facebook.com/replahood/,@RepLaHood,supporter,,,
Rep. Doug LaMalfa,L000578,Doug,LaMalfa,rep,1,CA,R,https://www.facebook.com/RepLaMalfa/,@RepLaMalfa,supporter,,,
Rep. Conor Lamb,L000588,Conor,Lamb,rep,17,PA,D,https://www.facebook.com/RepConorLamb/,@RepConorLamb,supporter,,,
Rep. Doug Lamborn,L000564,Doug,Lamborn,rep,5,CO,R,https://www.facebook.com/CongressmanDougLamborn/,@RepDLamborn,supporter,,,
Rep. Rick Larsen,L000560,Rick,Larsen,rep,2,WA,D,https://www.facebook.com/RepRickLarsen/,@RepRickLarsen,supporter,,,
Rep. John Larson,L000557,John,Larson,rep,1,CT,D,https://www.facebook.com/RepJohnLarson/,@RepJohnLarson,supporter,,,
Rep. Bob Latta,L000566,Bob,Latta,rep,5,OH,R,https://www.facebook.com/boblatta/,@boblatta,supporter,,,
Rep. Brenda Lawrence,L000581,Brenda,Lawrence,rep,14,MI,D,https://www.facebook.com/Rep.BLawrence/,@RepLawrence,supporter,,,
Rep. Al Lawson,L000586,Al,Lawson,rep,5,FL,D,https://www.facebook.com/RepAlLawsonJr/,@RepAlLawsonJr,supporter,,,
Rep. Susie Lee,L000590,Susie,Lee,rep,3,NV,D,https://www.facebook.com/RepSusieLee/,@RepSusieLee,supporter,,,
Rep. Debbie Lesko,L000589,Debbie,Lesko ,rep,8,AZ,R,https://www.facebook.com/RepDebbieLesko/,@RepDLesko,supporter,,,
Rep. Mike Levin,L000593,Mike,Levin,rep,49,CA,D,https://www.facebook.com/RepMikeLevin/,@RepMikeLevin,supporter,,,
Rep. Ted Lieu,L000582,Ted,Lieu,rep,33,CA,D,https://www.facebook.com/RepTedLieu/,@RepTedLieu,supporter,,,
Rep. Dave Loebsack,L000565,Dave,Loebsack,rep,2,IA,D,https://www.facebook.com/DaveLoebsack/,@daveloebsack,supporter,,,
Rep. Zoe Lofgren,L000397,Zoe,Lofgren,rep,19,CA,D,https://www.facebook.com/zoelofgren/,@RepZoeLofgren,supporter,,,
Rep. Billy Long,L000576,Billy,Long,rep,7,MO,R,https://www.facebook.com/Rep.Billy.Long/,@USRepLong,supporter,,,
Rep. Barry Loudermilk,L000583,Barry,Loudermilk,rep,11,GA,R,https://www.facebook.com/RepLoudermilk/,@RepLoudermilk,supporter,,,
Rep. Alan Lowenthal,L000579,Alan,Lowenthal,rep,47,CA,D,https://www.facebook.com/RepLowenthal/,@RepLowenthal,supporter,,,
Rep. Frank Lucas,L000491,Frank,Lucas,rep,3,OK,R,https://www.facebook.com/RepFrankLucas/,@RepFrankLucas,supporter,,,
Rep. Blaine Luetkemeyer,L000569,Blaine,Luetkemeyer,rep,3,MO,R,https://www.facebook.com/BlaineLuetkemeyer/,@RepBlaine,supporter,,,
Rep. Elaine Luria,L000591,Elaine,Luria,rep,2,VA,D,https://www.facebook.com/RepElaineLuria,@RepElaineLuria,supporter,,,
Rep. Stephen Lynch,L000562,Stephen ,Lynch ,rep,8,MA,D,https://www.facebook.com/repstephenlynch/,@RepStephenLynch,supporter,,,
Rep. Tom Malinowski,M001203,Tom,Malinowski,rep,7,NJ,D,https://www.facebook.com/malinowskifornj/,@RepMalinowski,supporter,,,
Rep. Sean Patrick Maloney,M001185,Sean Patrick,Maloney,rep,18,NY,D,https://www.facebook.com/repseanmaloney/,@RepSeanMaloney,supporter,,,
Rep. Kenny Marchant,M001158,Kenny,Marchant,rep,24,TX,R,https://www.facebook.com/RepKennyMarchant/,@RepKenMarchant,supporter,,,
Rep. Tom Marino,M001179,Tom,Marino,rep,12,PA,R,,@RepTomMarino,supporter,,,
Rep. Roger Marshall,M001198,Roger,Marshall,rep,1,KS,R,https://www.facebook.com/RogerMarshallMD/,@RepMarshall,supporter,,,
Rep. Brian Mast,M001199,Brian,Mast,rep,18,FL,R,https://www.facebook.com/RepBrianMast/,@RepBrianMast,supporter,,,
Rep. Doris Matsui,M001163,Doris,Matsui,rep,6,CA,D,https://www.facebook.com/doris.matsui/,@DorisMatsui,supporter,,,
Rep. Ben McAdams,M001209,Ben,McAdams,rep,4,UT,D,https://www.facebook.com/RepBenMcAdams/,@RepBenMcAdams,supporter,,,
Rep. Lucy McBath,M001208,Lucy ,McBath,rep,6,GA,D,https://www.facebook.com/replucymcbath/,@RepLucyMcBath,supporter,,,
Rep. Michael McCaul,M001157,Michael,McCaul,rep,10,TX,R,https://www.facebook.com/michaeltmccaul/,@RepMcCaul,supporter,,,
Rep. Betty McCollum,M001143,Betty,McCollum,rep,4,MN,D,https://www.facebook.com/repbettymccollum/,@BettyMcCollum04,supporter,,,
Rep. Donald McEachin,M001200,Donald ,McEachin,rep,4,VA,D,https://www.facebook.com/RepMcEachin/,@RepMcEachin,supporter,,,
Rep. Jim McGovern,M000312,Jim ,McGovern,rep,2,MA,D,https://www.facebook.com/RepJimMcGovern/,@RepMcGovern,supporter,,,
Rep. David McKinley,M001180,David,McKinley,rep,1,WV,R,https://www.facebook.com/RepMcKinley/,@RepMcKinley,supporter,,,
Rep. Cathy McMorris Rodgers,M001159,Cathy,McMorris Rodgers,rep,5,WA,R,https://www.facebook.com/mcmorrisrodgers/,@cathymcmorris ,supporter,,,
Rep. Mark Meadows,M001187,Mark,Meadows,rep,11,NC,R,https://www.facebook.com/Repmarkmeadows/,@RepMarkMeadows,supporter,,,
Rep. Greg Meeks,M001137,Greg,Meeks,rep,5,NY,D,https://www.facebook.com/RepGregoryMeeks/,@RepGregoryMeeks,supporter,,,
Rep. Dan Meuser,M001204,Dan,Meuser,rep,9,PA,R,https://www.facebook.com/RepMeuser/,@RepMeuser,supporter,,,
Rep. Carol Miller,M001205,Carol,Miller,rep,3,WV,R,https://www.facebook.com/public/Carol-Miller,@CarolMillerWV,supporter,,,
Rep. Paul Mitchell,M001201,Paul,Mitchell,rep,10,MI,R,https://www.facebook.com/reppaulmitchell/,@RepPaulMitchell,supporter,,,
Rep. John Moolenaar,M001194,John,Moolenaar,rep,4,MI,R,https://www.facebook.com/RepMoolenaar/,@RepMoolenaar,supporter,,,
Rep. Alex Mooney,M001195,Alex,Mooney,rep,2,WV,D,https://www.facebook.com/CongressmanAlexMooney/,@RepAlexMooney,supporter,,,
Rep. Gwen Moore,M001160,Gwen,Moore,rep,4,WI,D,https://www.facebook.com/GwenSMoore/,@RepGwenMoore,supporter,,,
Rep. Joseph Morelle,M001206,Joseph,Morelle,rep,25,NY,D,https://www.facebook.com/RepJoeMorelle/,@RepJoeMorelle,supporter,,,
Rep. Debbie Mucarsel-Powell,M001207,Debbie,Mucarsel-Powell,rep,26,FL,D,https://www.facebook.com/RepDMP/,@RepDMP,supporter,,,
Rep. Markwayne Mullin,M001190,Markwayne,Mullin,rep,2,OK,R,https://www.facebook.com/RepMullin/,@RepMullin,supporter,,,
Rep. Stephanie Murphy,M001202,Stephanie,Murphy,rep,7,FL,D,https://www.facebook.com/RepStephMurphy/,@RepStephMurphy,supporter,,,
Rep. Grace Napolitano,N000179,Grace,Napolitano,rep,32,CA,D,https://www.facebook.com/RepGraceNapolitano/,@gracenapolitano,supporter,,,
Rep. Joseph Neguse,N000191,Joseph,Neguse,rep,2,CO,D,https://www.facebook.com/RepJoeNeguse/,@JoeNeguse,supporter,,,
Rep. Dan Newhouse,N000189,Dan,Newhouse ,rep,4,WA,R,https://www.facebook.com/RepNewhouse/,@RepNewhouse,supporter,,,
Rep. Donald Norcross,N000188,Donald,Norcross,rep,1,NJ,D,https://www.facebook.com/DonaldNorcrossNJ/,@DonaldNorcross,supporter,,,
Rep. Ralph Norman,N000190,Ralph,Norman,rep,5,SC,R,https://www.facebook.com/RepRalphNorman/,@RepRalphNorman,supporter,,,
Rep. Tom O'Halleran,O000171,Tom,O'Halleran,rep,1,AZ,D,https://www.facebook.com/repohalleran/,@RepOHalleran,supporter,,,
Rep. Pete Olson,O000168,Pete,Olson,rep,22,TX,R,https://www.facebook.com/PeteOlsonTX/,@RepPeteOlson,supporter,,,
Rep Ilhan Omar,O000173,Ilhan,Omar,rep,5,MN,D,https://www.facebook.com/IlhanMN/,@Ilhan,supporter,,,
Rep. Jimmy Panetta,P000613,Jimmy,Panetta,rep,20,CA,D,https://www.facebook.com/RepJimmyPanetta/,@RepJimmyPanetta,supporter,,,
Rep. Chris Pappas,P000614,Chris ,Pappas,rep,1,NH,D,https://www.facebook.com/RepChrisPappas/,@RepChrisPappas,supporter,,,
Rep. Don Payne Jr.,P000604,Don,Payne Jr. ,rep,10,NJ,D,https://www.facebook.com/DonaldPayneJr/,@RepDonaldPayne,supporter,,,
Rep. Scott Perry,P000605,Scott,Perry,rep,10,PA,R,https://www.facebook.com/repscottperry/,@RepScottPerry,supporter,,,
Rep. Scott Peters,P000608,Scott,Peters,rep,52,CA,D,https://www.facebook.com/RepScottPeters/,@RepScottPeters,supporter,,,
Rep. Colin Peterson,P000258,Collin,Peterson,rep,7,MN,D,https://www.facebook.com/Petersonforcongress/,@collinpeterson,supporter,,,
Rep. Dean Phillips,P000616,Dean,Phillips,rep,3,MN,D,https://www.facebook.com/RepDeanPhillips,@RepDeanPhillips,supporter,,,
Rep. Mark Pocan,P000607,Mark,Pocan,rep,2,WI,D,https://www.facebook.com/repmarkpocan/,@repmarkpocan,supporter,,,
Rep. Katie Porter,P000618,Katie,Porter,rep,45,CA,D,https://www.facebook.com/katieporteroc/,@RepKatiePorter,supporter,,,
Rep. Bill Posey,P000599,Bill,Posey,rep,8,FL,R,https://www.facebook.com/Congressman-Bill-Posey-101464786703/,@congbillposey,supporter,,,
Rep. Auma Radewagen,R000600,Auma,Radewagen,rep,1,AS,R,https://www.facebook.com/aumuaamata/,@RepAmata,supporter,,,
Rep. John Ratcliffe,R000601,John,Ratcliffe,rep,4,TX,R,https://www.facebook.com/RepRatcliffe/,@RepRatcliffe,supporter,,,
Rep. Tom Reed,R000585,Tom,Reed,rep,23,NY,R,https://www.facebook.com/RepTomReed/,@RepTomReed,supporter,,,
Rep. Guy Reschenthaler,R000610,Guy,Reschenthaler,rep,14,PA,R,https://www.facebook.com/GReschenthaler/,@GReschenthaler,supporter,,,
Rep. Kathleen Rice,R000602,Kathleen,Rice,rep,4,NY,D,https://www.facebook.com/RepKathleenRice/,@RepKathleenRice,supporter,,,
Rep. Tom Rice,R000597,Tom,Rice,rep,7,SC,R,https://www.facebook.com/reptomrice/,@RepTomRice,supporter,,,
Rep. Cederic Richmond,R000588,Cedric,Richmond,rep,2,LA,D,https://www.facebook.com/RepRichmond/,@RepRichmond,supporter,,,
Rep. Denver Riggleman,R000611,Denver,Riggleman,rep,5,VA,R,https://www.facebook.com/RepRiggleman/,@RepRiggleman,supporter,,,
Rep. Martha Roby,R000591,Martha,Roby,rep,2,AL,R,https://www.facebook.com/Representative.Martha.Roby/,@RepMarthaRoby,supporter,,,
Rep. David Roe,R000582,David,Roe,rep,1,TN,R,https://www.facebook.com/DrPhilRoe/,@DrPhilRoe,supporter,,,
Rep. Hal Rogers,R000395,Hal,Rogers,rep,5,KY,R,https://www.facebook.com/CongressmanHalRogers/,@RepHalRogers,supporter,,,
Rep. Mike Rogers,R000575,Mike,Rogers,rep,3,AL,R,https://www.facebook.com/ChairmanMikeRogers/,@RepMikeRogers,supporter,,,
Rep. Francis Rooney,R000607,Francis,Rooney,rep,19,FL,R,https://www.facebook.com/RepRooney/,@RepRooney,supporter,,,
Rep. John Rose,R000612,John,Rose,rep,6,TN,R,https://www.facebook.com/repjohnrose/,@RepJohnRose,supporter,,,
Rep. Harley Rouda,R000616,Harley,Rouda,rep,48,CA,D,https://www.facebook.com/RepHarley,@RepHarley,supporter,,,
Rep. David Rouzer,R000603,David,Rouzer,rep,7,NC,R,https://www.facebook.com/RepRouzer/,@RepDavidRouzer,supporter,,,
Rep. Lucille Roybal-Allard,R000486,Lucille,Roybal-Allard,rep,40,CA,D,https://www.facebook.com/RepRoybalAllard/,@RepRoybalAllard,supporter,,,
Rep. Raul Ruiz,R000599,Raul,Ruiz,rep,36,CA,D,https://www.facebook.com/CongressmanRaulRuizMD/,@CongressmanRuiz,supporter,,,
Rep. John Rutherford,R000609,John,Rutherford,rep,4,FL,R,https://www.facebook.com/RepRutherfordFL/,@RepRutherfordFL,supporter,,,
Rep. Tim Ryan,R000577,Tim,Ryan,rep,13,OH,D,https://www.facebook.com/timryan/,@RepTimRyan,supporter,,,
Rep. Linda Sanchez,S001156,Linda,Sanchez,rep,38,CA,D,https://www.facebook.com/RepLindaSanchez/,@RepLindaSanchez,supporter,,,
Rep. Mary Scanlon,S001205,Mary Gay,Scanlon,rep,5,PA,D,https://www.facebook.com/RepMGS/,@RepMGS,supporter,,,
Rep. Adam Schiff,S001150,Adam,Schiff,rep,28,CA,D,https://www.facebook.com/RepAdamSchiff/,@RepAdamSchiff,supporter,,,
Rep. Brad Schneider,S001190,Brad,Schneider,rep,10,IL,D,https://www.facebook.com/CongressmanBradSchneider/,@RepSchneider,supporter,,,
Rep. Kurt Schrader,S001180,Kurt,Schrader,rep,6,OR,D,https://www.facebook.com/repschrader/,@RepSchrader,supporter,,,
Rep. Kim Schrier,S001216,Kim,Schrier,rep,8,WA,D,https://www.facebook.com/DrKimSchrier/,@RepKimSchrier,supporter,,,
Rep. Austin Scott,S001189,Austin,Scott,rep,8,GA,R,https://www.facebook.com/RepAustinScott/,@AustinScottGA08,supporter,,,
Rep. David Scott,S001157,David,Scott,rep,13,GA,R,https://www.facebook.com/RepDavidScott/,@repdavidscott,supporter,,,
Rep. José Serrano,S000248,José,Serrano,rep,15,NY,D,https://www.facebook.com/RepJoseSerrano/,@RepJoseSerrano,supporter,,,
Rep. Terri Sewell,S001185,Terri,Sewell,rep,7,AL,D,https://www.facebook.com/RepSewell/,@RepTerriSewell,supporter,,,
Rep. Donna Shalala,S001206,Donna,Shalala,rep,27,FL,D,https://www.facebook.com/RepShalala/,@RepShalala,supporter,,,
Rep. Brad Sherman,S000344,Brad,Sherman,rep,30,CA,D,https://www.facebook.com/CongressmanBradSherman/,@BradSherman,supporter,,,
Rep. Mikie Sherrill,S001207,Mikie ,Sherrill,rep,11,NJ,D,https://www.facebook.com/RepMikieSherrill/,@RepSherrill,supporter,,,
Rep. John Shimkus,S000364,John,Shimkus,rep,15,IL,R,https://www.facebook.com/repshimkus,@RepShimkus,supporter,,,
Rep. Adam Smith,S000510,Adam,Smith,rep,9,WA,D,https://www.facebook.com/RepAdamSmith/,@RepAdamSmith,supporter,,,
Rep. Adrian Smith,S001172,Adrian,Smith,rep,3,NE,R,https://www.facebook.com/AdrianSmithNE/,@RepAdrianSmith,supporter,,,
Rep. Chris Smith,S000522,Chris,Smith,rep,4,NJ,R,https://www.facebook.com/RepChrisSmith/,@RepChrisSmith,supporter,,,
Rep. Jason Smith,S001195,Jason,Smith,rep,8,MO,R,https://www.facebook.com/repjasonsmith/,@RepJasonSmith,supporter,,,
Rep. Lloyd Smucker,S001199,Lloyd,Smucker,rep,11,PA,R,https://www.facebook.com/RepSmucker/,@RepSmucker,supporter,,,
Rep. Darren Soto,S001200,Darren,Soto,rep,9,FL,D,https://www.facebook.com/CongressmanDarrenSoto/,@RepDarrenSoto,supporter,,,
Rep. Abigail Spanberger,S001209,Abigail,Spanberger,rep,7,VA,D,https://www.facebook.com/RepAbigailSpanberger,@RepSpanberger,supporter,,,
Rep. Ross Spano,S001210,Ross,Spano,rep,15,FL,R,https://www.facebook.com/RossSpano/,@RepRossSpano,supporter,,,
Rep. Greg Stanton,S001211,Greg,Stanton,rep,9,AZ,D,https://www.facebook.com/repgregstanton,@gregstantonaz,supporter,,,
Rep. Pete Stauber,S001212,Pete,Stauber,rep,8,MN,R,https://www.facebook.com/RepPeteStauber,@RepPeteStauber ,supporter,,,
Rep. Elise Stefanik,S001196,Elise,Stefanik,rep,21,NY,R,https://www.facebook.com/RepEliseStefanik/,@RepStefanik,supporter,,,
Rep. Bryan Steil,S001213,Bryan,Steil,rep,1,WI,R,https://www.facebook.com/RepBryanSteil/,@RepBryanSteil,supporter,,,
Rep. Greg Steube,S001214,Greg,Steube,rep,17,FL,R,https://www.facebook.com/RepGregSteube/,@RepGregSteube,supporter,,,
Rep. Chris Stewart,S001192,Chris,Stewart,rep,2,UT,R,https://www.facebook.com/RepChrisStewart/,@RepChrisStewart,supporter,,,
Rep. Steve Stivers,S001187,Steve,Stivers,rep,15,OH,R,https://www.facebook.com/RepSteveStivers/,@RepSteveStivers,supporter,,,
Rep. Thomas Suozzi,S001201,Thomas,Suozzi,rep,3,NY,D,https://www.facebook.com/RepTomSuozzi/,@RepTomSuozzi,supporter,,,
Rep. Eric Swalwell,S001193,Eric,Swalwell,rep,15,CA,D,https://www.facebook.com/CongressmanEricSwalwell/,@RepSwalwell,supporter,,,
Rep. Mark Takano,T000472,Mark,Takano,rep,41,CA,D,https://www.facebook.com/RepMarkTakano/,@RepMarkTakano,supporter,,,
Rep. Bennie Thompson,T000193,Bennie,Thompson,rep,2,MS,D,https://www.facebook.com/CongressmanBennieGThompson/,@BennieGThompson,supporter,,,
Rep. Glenn Thompson,T000467,Glenn,Thompson,rep,15,PA,R,https://www.facebook.com/CongressmanGT/,@CongressmanGT,supporter,,,
Rep. Mike Thompson,T000460,Mike,Thompson,rep,5,CA,D,https://www.facebook.com/RepMikeThompson/,@RepThompson,supporter,,,
Rep. Mac Thornberry,T000238,Mac,Thornberry,rep,13,TX,R,https://www.facebook.com/repmacthornberry/,@MacTXPress,supporter,,,
Rep. William Timmons,T000480,William,Timmons,rep,4,SC,R,https://www.facebook.com/RepTimmons/,@reptimmons,supporter,,,
Rep. Scott Tipton,T000470,Scott,Tipton,rep,12,CO,R,https://www.facebook.com/CongressmanScottTipton/,@RepTipton,supporter,,,
Rep. Dina Titus,T000468,Dina,Titus,rep,1,NV,D,https://www.facebook.com/CongresswomanTitus/,@repdinatitus,supporter,,,
Rep. Paul Tonko,T000469,Paul,Tonko,rep,20,NY,D,https://www.facebook.com/reppaultonko/,@RepPaulTonko,supporter,,,
Rep. Norma Torres,T000474,Norma,Torres,rep,35,CA,D,https://www.facebook.com/RepNormaTorres/,@NormaJTorres,supporter,,,
Rep. Michael Turner,T000463,Michael,Turner,rep,10,OH,R,https://www.facebook.com/RepMikeTurner/,@RepMikeTurner,supporter,,,
Rep. Lauren Underwood,U000040,Lauren,Underwood,rep,14,IL,D,https://www.facebook.com/repunderwood/,@RepUnderwood,supporter,,,
Rep. Fred Upton,U000031,Fred,Upton,rep,6,MI,R,https://www.facebook.com/RepFredUpton/,@RepFredUpton,supporter,,,
Rep. Jeff Van Drew,V000133,Jeff,Van Drew,rep,2,NJ,D,https://www.facebook.com/TheVanDrewTeam/,@VanDrewForNJ,supporter,,,
Rep. Marc Veasey,V000131,Marc,Veasey,rep,33,TX,D,https://www.facebook.com/CongressmanMarcVeasey/,@RepVeasey,supporter,,,
Rep. Nydia Velazquez,V000081,Nydia,Velázquez ,rep,7,NY,D,https://www.facebook.com/RepNydiaVelazquez/,@NydiaVelazquez,supporter,,,
Rep. Ann Wagner,W000812,Ann,Wagner,rep,2,MO,R,https://www.facebook.com/RepAnnWagner/,@RepAnnWagner,supporter,,,
Rep. Tim Walberg,W000798,Tim,Walberg,rep,7,MI,R,https://www.facebook.com/RepWalberg/,@RepWalberg,supporter,,,
Rep. Jackie Walorski,W000813,Jackie,Walorski,rep,2,IN,R,https://www.facebook.com/RepJackieWalorski/,@RepWalorski,supporter,,,
Rep. Michael Waltz,W000823,Michael,Waltz,rep,6,FL,R,https://www.facebook.com/repmichaelwaltz/,@RepMichaelWaltz,supporter,,,
Rep. Debbie Wasserman-Schultz,W000797,Debbie,Wasserman Schultz,rep,23,FL,D,https://www.facebook.com/RepDWS/,@RepDWStweets,supporter,,,
Rep. Steve Watkins,W000824,Steve,Watkins,rep,2,KS,R,https://www.facebook.com/CongressmanSteveWatkins/,@Rep_Watkins,supporter,,,
Rep. Randy Weber,W000814,Randy,Weber,rep,14,TX,R,https://www.facebook.com/TXRandy14/,@TXRandy14,supporter,,,
Rep. Daniel Webster,W000806,Daniel,Webster,rep,11,FL,R,https://www.facebook.com/RepWebster/,@RepWebster,supporter,,,
Rep. Brad Wenstrup,W000815,Brad,Wenstrup,rep,2,OH,R,https://www.facebook.com/RepBradWenstrup/,@RepBradWenstrup,supporter,,,
Rep. Bruce Westerman,W000821,Bruce,Westerman,rep,4,AR,R,https://www.facebook.com/RepWesterman/,@RepWesterman,supporter,,,
Rep. Jennifer Wexton,W000825,Jennifer,Wexton,rep,10,VA,D,https://www.facebook.com/CongresswomanWexton/,@RepWexton,supporter,,,
Rep. Susan Wild,W000826,Susan,Wild,rep,7,PA,D,https://www.facebook.com/repsusanwild/,@RepSusanWild,supporter,,,
Rep. Frederica Wilson,W000808,Frederica,Wilson,rep,24,FL,D,https://www.facebook.com/RepWilson/,@RepWilson,supporter,,,
Rep. Joe Wilson,W000795,Joe,Wilson,rep,2,SC,R,https://www.facebook.com/JoeWilson/,@RepJoeWilson,supporter,,,
Rep. Steve Womack,W000809,Steve,Womack,rep,3,AR,R,,@rep_stevewomack,supporter,,,
Rep. Rob Woodall,W000810,Rob,Woodall,rep,7,GA,R,https://www.facebook.com/RepRobWoodall/,@RepRobWoodall,supporter,,,
Rep. Ron Wright,W000827,Ron,Wright,rep,6,TX,R,https://www.facebook.com/Congressman-Ron-Wright-594717754318936/,@RepRonWright,supporter,,,
Rep. John Yarmuth,Y000062,John,Yarmuth,rep,3,KY,D,https://www.facebook.com/RepJohnYarmuth/,@RepJohnYarmuth,supporter,,,
Rep. Ted Yoho,Y000065,Ted,Yoho,rep,3,FL,R,https://www.facebook.com/CongressmanTedYoho/,@RepTedYoho,supporter,,,
Rep. Don Young,Y000033,Don,Young,rep,1,AK,R,https://www.facebook.com/RepDonYoung/,@repdonyoung,supporter,,,
Rep. Lee Zeldin,Z000017,Lee,Zeldin,rep,1,NY,R,https://www.facebook.com/RepLeeZeldin/,@RepLeeZeldin,supporter,,,
